ID,Data Point,Column Name,Category,Sub Category,ACS Variable
288,Housing Units without a Mortgage 50 or More Percent,housingcost_%ownercost50+_womortgage,Housing,Cost Burden,B25091_022E
289,Total Gross Rent as Percentage of Household Income in Past 12 Months Series,housingcost_total_rent%hhincome_series,Housing,Cost Burden,B25070_001E
290,Gross Rent 30 to 34.9 Percent of Household Income,housingcost_%rentercost30to34.9,Housing,Cost Burden,B25070_007E
291,Gross Rent 35 to 39.9 Percent of Household Income,housingcost_%rentercost35to39.9,Housing,Cost Burden,B25070_008E
292,Gross Rent 40 to 49.9 Percent of Household Income,housingcost_%rentercost40to49.9,Housing,Cost Burden,B25070_009E
293,Gross Rent 50 Percent or More of Household Income,housingcost_%rentercost50+,Housing,Cost Burden,B25070_010E
294,Median Value for Owner Occupied Units with a Mortgage,housingcost_medvalue_ownerocc_wmortgage,Housing,Home Value,B25097_002E
295,Median Value for Owner Occupied Units without a Mortgage,housingcost_medvalue_ownerocc_womortgage,Housing,Home Value,B25097_003E
296,Median Gross Rent Renter Occupied,housingcost_mediangrossrent_renteroccupied,Housing,Home Value,B25064_001E
297,Total Year Structure Built Series,structures_total_yearbuilt_series,Housing,Year Structure Built,B25034_001E
298,Structures Built 2014 or Later,structures_built2014orlater,Housing,Year Structure Built,B25034_002E
299,Structures Built 2010 to 2013,structures_built2010to2013,Housing,Year Structure Built,B25034_003E
300,Structures Built 2000 to 2009,structures_built2000to2009,Housing,Year Structure Built,B25034_004E
301,Structures Built 1990 to 1999,structures_built1990to1999,Housing,Year Structure Built,B25034_005E
302,Structures Built 1980 to 1989,structures_built1980to1989,Housing,Year Structure Built,B25034_006E
303,Structures Built 1970 to 1979,structures_built1970to1979,Housing,Year Structure Built,B25034_007E
304,Structures Built 1960 to 1969,structures_built1960to1969,Housing,Year Structure Built,B25034_008E
305,Structures Built 1950 to 1959,structures_built1950to1959,Housing,Year Structure Built,B25034_009E
306,Structures Built 1940 to 1949,structures_built1940to1949,Housing,Year Structure Built,B25034_010E
307,Structures Built 1939 or Earlier,structures_built1939orearlier,Housing,Year Structure Built,B25034_011E
308,Median Year Structure Built,structures_medianyearbuilt,Housing,Year Structure Built,B25035_001E
309,Workers by Means of Transportation to Work Series,commute_total_meansoftransportationtowork_series,Transportation,Commute,B08006_001E
310,Car Truck or Van Commute,commute_cartruckvan,Transportation,Commute,B08006_002E
311,Car Truck or Van Drove Alone Commute,commute_cartruckvan_drovealone,Transportation,Commute,B08006_003E
312,Car Truck or Van Carpooled Commute,commute_cartruckvan_carpooled,Transportation,Commute,B08006_004E
313,Car Truck or Van 2 Person Carpooled Commute,commute_cartruckvan_carpooled_2ppl,Transportation,Commute,B08006_005E
314,Car Truck or Van 3 Person Carpooled Commute,commute_cartruckvan_carpooled_3ppl,Transportation,Commute,B08006_006E
315,Car Truck or Van 4 or More Person Carpooled Commute,commute_cartruckvan_carpooled_4ormoreppl,Transportation,Commute,B08006_007E
316,Public Transportation Excluding Taxicab Commute,commute_publictransportation,Transportation,Commute,B08006_008E
317,Public Transportation Bus Commute,commute_publictransportation_bus,Transportation,Commute,B08006_009E
318,Public Transportation Subway or Elevated Rail Commute,commute_publictransportation_subwayorelevatedrail,Transportation,Commute,B08006_010E
319,Public Transportation Long Distance Train or Commuter Rail Commute,commute_publictransportation_longdistancetrainorcommuterrail,Transportation,Commute,B08006_011E
320,Public Transportation Light Rail Streetcar or Trolley Commute,commute_publictransportation_lightrailstreetcarortrolley,Transportation,Commute,B08006_012E
321,Public Transportation Ferryboat Commute,commute_publictransportation_ferryboat,Transportation,Commute,B08006_013E
322,Bicycle Commute,commute_bicycle,Transportation,Commute,B08006_014E
323,Walked Commute,commute_walk,Transportation,Commute,B08006_015E
324,Taxicab Motorcycle or Other Means Commute,commute_taxicabmotorcycleother,Transportation,Commute,B08006_016E
325,Worked from Home Commute,commute_workedfromhome,Transportation,Commute,B08006_017E
326,Total Sex of Workers by Vehicles Available Series,vehicles_total_series2,Transportation,Vehicles,B08014_001E
327,No Vehicle Available,vehicles_none,Transportation,Vehicles,B08014_002E
328,One Vehicle Available,vehicles_one,Transportation,Vehicles,B08014_003E
329,Two Vehicles Available,vehicles_two,Transportation,Vehicles,B08014_004E
330,Three Vehicles Available,vehicles_three,Transportation,Vehicles,B08014_005E
331,Four Vehicles Available,vehicles_four,Transportation,Vehicles,B08014_006E
332,Five or More Vehicles Available,vehicles_fiveormore,Transportation,Vehicles,B08014_007E
333,Total Foreign Born Place of Birth Series,foreignborn_total,Population,Diversity,B05006_001E
334,Europe,fb_europe,Population,Diversity,B05006_002E
335,"Europe, Northern Europe",fb_eur_northern,Population,Diversity,B05006_003E
336,"Europe, Northern Europe, Ireland",fb_eur_n_ireland,Population,Diversity,B05006_004E
337,"Europe, Northern Europe, Denmark",fb_eur_n_denmark,Population,Diversity,B05006_005E
338,"Europe, Northern Europe, Norway",fb_eur_n_norway,Population,Diversity,B05006_006E
339,"Europe, Northern Europe, Sweden",fb_eur_n_sweden,Population,Diversity,B05006_007E
340,"Europe, Northern Europe, UK",fb_eur_n_uk,Population,Diversity,B05006_008E
341,"Europe, Northern Europe, UK, Excluding England and Scotland",fb_eur_n_excluding england and scotland,Population,Diversity,B05006_009E
342,"Europe, Northern Europe, UK, England",fb_eur_n_england,Population,Diversity,B05006_010E
343,"Europe, Northern Europe, UK, Scotland",fb_eur_n_scotland,Population,Diversity,B05006_011E
344,"Europe, Northern Europe, Other",fb_eur_n_other,Population,Diversity,B05006_012E
345,"Europe, Western Europe ",fb_eur_western,Population,Diversity,B05006_013E
346,"Europe, Western Europe, Austria",fb_eur_w_austria,Population,Diversity,B05006_014E
347,"Europe, Western Europe, Belgium",fb_eur_w_belgium,Population,Diversity,B05006_015E
348,"Europe, Western Europe, France",fb_eur_w_france,Population,Diversity,B05006_016E
349,"Europe, Western Europe, Germany",fb_eur_w_germany,Population,Diversity,B05006_017E
350,"Europe, Western Europe, Netherlands",fb_eur_w_netherlands,Population,Diversity,B05006_018E
351,"Europe, Western Europe, Switzerland",fb_eur_w_switzerland,Population,Diversity,B05006_019E
352,"Europe, Western Europe, Other",fb_eur_w_other,Population,Diversity,B05006_020E
353,"Europe, Southern Europe",fb_eur_southern,Population,Diversity,B05006_021E
354,"Europe, Southern Europe, Greece",fb_eur_s_greece,Population,Diversity,B05006_022E
355,"Europe, Southern Europe, Italy",fb_eur_s_italy,Population,Diversity,B05006_023E
356,"Europe, Southern Europe, Portugal",fb_eur_s_portugal,Population,Diversity,B05006_024E
357,"Europe, Southern Europe, Azores Islands",fb_eur_s_azoresislands,Population,Diversity,B05006_025E
358,"Europe, Southern Europe, Spain",fb_eur_s_spain,Population,Diversity,B05006_026E
359,"Europe, Southern Europe, Other",fb_eur_s_other,Population,Diversity,B05006_027E
360,"Europe, Eastern Europe",fb_eur_eastern,Population,Diversity,B05006_028E
361,"Europe, Eastern Europe, Albania",fb_eur_e_albania,Population,Diversity,B05006_029E
362,"Europe, Eastern Europe, Belarus",fb_eur_e_belarus,Population,Diversity,B05006_030E
363,"Europe, Eastern Europe, Bosnia and Herzegovina",fb_eur_e_bosniaandherzegovina,Population,Diversity,B05006_031E
364,"Europe, Eastern Europe, Bulgaria",fb_eur_e_bulgaria,Population,Diversity,B05006_032E
365,"Europe, Eastern Europe, Croatia",fb_eur_e_croatia,Population,Diversity,B05006_033E
366,"Europe, Eastern Europe, Czechoslovakia (Czech Republic and Slovakia)",fb_eur_e_czechoslovakia,Population,Diversity,B05006_034E
367,"Europe, Eastern Europe, Hungary",fb_eur_e_hungary,Population,Diversity,B05006_035E
368,"Europe, Eastern Europe, Latvia",fb_eur_e_latvia,Population,Diversity,B05006_036E
369,"Europe, Eastern Europe, Lithuania",fb_eur_e_lithuania,Population,Diversity,B05006_037E
370,"Europe, Eastern Europe, North Macedonia (Macedonia)",fb_eur_e_macedonia,Population,Diversity,B05006_038E
371,"Europe, Eastern Europe, Moldova",fb_eur_e_moldova,Population,Diversity,B05006_039E
372,"Europe, Eastern Europe, Poland",fb_eur_e_poland,Population,Diversity,B05006_040E
373,"Europe, Eastern Europe, Romania",fb_eur_e_romania,Population,Diversity,B05006_041E
374,"Europe, Eastern Europe, Russia",fb_eur_e_russia,Population,Diversity,B05006_042E
375,"Europe, Eastern Europe, Serbia",fb_eur_e_serbia,Population,Diversity,B05006_043E
376,"Europe, Eastern Europe, Ukraine",fb_eur_e_ukraine,Population,Diversity,B05006_044E
377,"Europe, Eastern Europe, Other",fb_eur_e_other,Population,Diversity,B05006_045E
378,"Europe, n.e.c.",fb_eur_nec,Population,Diversity,B05006_046E
379,Asia,fb_asia,Population,Diversity,B05006_047E
380,"Asia, Eastern Asia",fb_as_eastern,Population,Diversity,B05006_048E
381,"Asia, Eastern Asia,China",fb_as_e_china,Population,Diversity,B05006_049E
382,"Asia, Eastern Asia,China Excluding Hong Kong and Taiwan",fb_as_e_chinanohongkongortaiwan,Population,Diversity,B05006_050E
383,"Asia, Eastern Asia,Hong Kong",fb_as_e_hongkong,Population,Diversity,B05006_051E
384,"Asia, Eastern Asia,Taiwan",fb_as_e_taiwan,Population,Diversity,B05006_052E
385,"Asia, Eastern Asia,Japan",fb_as_e_japan,Population,Diversity,B05006_053E
386,"Asia, Eastern Asia,Korea",fb_as_e_korea,Population,Diversity,B05006_054E
387,"Asia, Eastern Asia,Other",fb_as_e_other,Population,Diversity,B05006_055E
388,"Asia, South Central Asia",fb_as_southcentral,Population,Diversity,B05006_056E
389,"Asia, South Central Asia,Afghanistan",fb_as_sc_afghanistan,Population,Diversity,B05006_057E
390,"Asia, South Central Asia,Bangladesh",fb_as_sc_bangladesh,Population,Diversity,B05006_058E
391,"Asia, South Central Asia,India",fb_as_sc_india,Population,Diversity,B05006_059E
392,"Asia, South Central Asia,Iran",fb_as_sc_iran,Population,Diversity,B05006_060E
393,"Asia, South Central Asia,Kazakhstan",fb_as_sc_kazakhstan,Population,Diversity,B05006_061E
394,"Asia, South Central Asia,Nepal",fb_as_sc_nepal,Population,Diversity,B05006_062E
395,"Asia, South Central Asia,Pakistan",fb_as_sc_pakistan,Population,Diversity,B05006_063E
396,"Asia, South Central Asia,Sri Lanka",fb_as_sc_srilanka,Population,Diversity,B05006_064E
397,"Asia, South Central Asia,Uzbekistan",fb_as_sc_uzbekistan,Population,Diversity,B05006_065E
398,"Asia, South Central Asia,Other",fb_as_sc_other,Population,Diversity,B05006_066E
399,"Asia, South Eastern Asia",fb_as_southeastern,Population,Diversity,B05006_067E
400,"Asia, South Eastern Asia,Burma",fb_as_se_burma,Population,Diversity,B05006_068E
401,"Asia, South Eastern Asia,Cambodia",fb_as_se_cambodia,Population,Diversity,B05006_069E
402,"Asia, South Eastern Asia,Indonesia",fb_as_se_indonesia,Population,Diversity,B05006_070E
403,"Asia, South Eastern Asia,Laos",fb_as_se_laos,Population,Diversity,B05006_071E
404,"Asia, South Eastern Asia,Malaysia",fb_as_se_malaysia,Population,Diversity,B05006_072E
405,"Asia, South Eastern Asia,Philippines",fb_as_se_philippines,Population,Diversity,B05006_073E
406,"Asia, South Eastern Asia,Singapore",fb_as_se_singapore,Population,Diversity,B05006_074E
407,"Asia, South Eastern Asia,Thailand",fb_as_se_thailand,Population,Diversity,B05006_075E
408,"Asia, South Eastern Asia,Vietnam",fb_as_se_vietnam,Population,Diversity,B05006_076E
409,"Asia, South Eastern Asia,Other",fb_as_se_other,Population,Diversity,B05006_077E
410,"Asia, Western Asia",fb_as_western,Population,Diversity,B05006_078E
411,"Asia, Western Asia,Armenia",fb_as_w_armenia,Population,Diversity,B05006_079E
412,"Asia, Western Asia,Iraq",fb_as_w_iraq,Population,Diversity,B05006_080E
413,"Asia, Western Asia,Israel",fb_as_w_israel,Population,Diversity,B05006_081E
414,"Asia, Western Asia,Jordan",fb_as_w_jordan,Population,Diversity,B05006_082E
415,"Asia, Western Asia,Kuwait",fb_as_w_kuwait,Population,Diversity,B05006_083E
416,"Asia, Western Asia,Lebanon",fb_as_w_lebanon,Population,Diversity,B05006_084E
417,"Asia, Western Asia,Saudi Arabia",fb_as_w_saudiarabia,Population,Diversity,B05006_085E
418,"Asia, Western Asia,Syria",fb_as_w_syria,Population,Diversity,B05006_086E
419,"Asia, Western Asia,Turkey",fb_as_w_turkey,Population,Diversity,B05006_087E
420,"Asia, Western Asia,Yemen",fb_as_w_yemen,Population,Diversity,B05006_088E
421,"Asia, Western Asia,Other",fb_as_w_other,Population,Diversity,B05006_089E
422,"Asia, n.e.c.",fb_as_nec,Population,Diversity,B05006_090E
423,Africa,fb_africa,Population,Diversity,B05006_091E
424,"Africa, Eastern Africa",fb_af_eastern,Population,Diversity,B05006_092E
425,"Africa, Eastern Africa,Eritrea",fb_af_e_eritrea,Population,Diversity,B05006_093E
426,"Africa, Eastern Africa,Ethiopia",fb_af_e_ethiopia,Population,Diversity,B05006_094E
427,"Africa, Eastern Africa,Kenya",fb_af_e_kenya,Population,Diversity,B05006_095E
428,"Africa, Eastern Africa,Somalia",fb_af_e_somalia,Population,Diversity,B05006_096E
429,"Africa, Eastern Africa,Uganda",fb_af_e_uganda,Population,Diversity,B05006_097E
430,"Africa, Eastern Africa,Zimbabwe",fb_af_e_zimbabwe,Population,Diversity,B05006_098E
431,"Africa, Eastern Africa,Other",fb_af_e_other,Population,Diversity,B05006_099E
432,"Africa, Middle Africa",fb_af_middle,Population,Diversity,B05006_100E
433,"Africa, Middle Africa,Cameroon",fb_af_m_cameroon,Population,Diversity,B05006_101E
434,"Africa, Middle Africa,Congo",fb_af_m_congo,Population,Diversity,B05006_102E
435,"Africa, Middle Africa,Democratic Republic of Congo (Zaire)",fb_af_m_democraticrepublicofcongo,Population,Diversity,B05006_103E
436,"Africa, Middle Africa,Other",fb_af_m_other,Population,Diversity,B05006_104E
437,"Africa, Northern Africa",fb_af_northern,Population,Diversity,B05006_105E
438,"Africa, Northern Africa,Egypt",fb_af_n_egypt,Population,Diversity,B05006_106E
439,"Africa, Northern Africa,Morocco",fb_af_n_morocco,Population,Diversity,B05006_107E
440,"Africa, Northern Africa,Sudan",fb_af_n_sudan,Population,Diversity,B05006_108E
441,"Africa, Northern Africa,Other",fb_af_n_other,Population,Diversity,B05006_109E
442,"Africa, Southern Africa",fb_af_southern,Population,Diversity,B05006_110E
443,"Africa, Southern Africa, South Africa",fb_af_s_southafrica,Population,Diversity,B05006_111E
444,"Africa, Southern Africa, Other",fb_af_s_other,Population,Diversity,B05006_112E
445,"Africa, Western Africa",fb_af_western,Population,Diversity,B05006_113E
446,"Africa, Western Africa,Cabo Verde",fb_af_w_caboverde,Population,Diversity,B05006_114E
447,"Africa, Western Africa,Ghana",fb_af_w_ghana,Population,Diversity,B05006_115E
448,"Africa, Western Africa,Liberia",fb_af_w_liberia,Population,Diversity,B05006_116E
449,"Africa, Western Africa,Nigeria",fb_af_w_nigeria,Population,Diversity,B05006_117E
450,"Africa, Western Africa,Senegal",fb_af_w_senegal,Population,Diversity,B05006_118E
451,"Africa, Western Africa,Sierra Leone",fb_af_w_sierraleone,Population,Diversity,B05006_119E
452,"Africa, Western Africa,Other",fb_af_w_other,Population,Diversity,B05006_120E
453,"Africa, n.e.c.",fb_af_nec,Population,Diversity,B05006_121E
454,Oceania,fb_oceania,Population,Diversity,B05006_122E
455,"Oceania, Australia and New Zealand Subregion",fb_oc_australianewzealandsubregion,Population,Diversity,B05006_123E
456,"Oceania, Australia and New Zealand Subregion, Australia",fb_oc_australianewzealandsubregion_australia,Population,Diversity,B05006_124E
457,"Oceania, Australia and New Zealand Subregion, Other",fb_oc_australianewzealandsubregion_other,Population,Diversity,B05006_125E
458,"Oceania, Fiji",fb_oc_fiji,Population,Diversity,B05006_126E
459,"Oceania, Micronesia",fb_oc_micronesia,Population,Diversity,B05006_127E
460,"Oceania, n.e.c.",fb_oc_nec,Population,Diversity,B05006_128E
461,Americas,fb_americas,Population,Diversity,B05006_129E
462,"Americas, Latin America",fb_am_latinamerica,Population,Diversity,B05006_130E
463,"Americas, Latin America, Caribbean",fb_am_la_caribbean,Population,Diversity,B05006_131E
464,"Americas, Latin America, Caribbean, Bahamas",fb_am_la_cbb_bahamas,Population,Diversity,B05006_132E
465,"Americas, Latin America, Caribbean, Barbados",fb_am_la_cbb_barbados,Population,Diversity,B05006_133E
466,"Americas, Latin America, Caribbean, Cuba",fb_am_la_cbb_cuba,Population,Diversity,B05006_134E
467,"Americas, Latin America, Caribbean, Dominica",fb_am_la_cbb_dominica,Population,Diversity,B05006_135E
468,"Americas, Latin America, Caribbean, Dominican Republic",fb_am_la_cbb_dominicanrepublic,Population,Diversity,B05006_136E
469,"Americas, Latin America, Caribbean, Grenada",fb_am_la_cbb_grenada,Population,Diversity,B05006_137E
470,"Americas, Latin America, Caribbean, Haiti",fb_am_la_cbb_haiti,Population,Diversity,B05006_138E
471,"Americas, Latin America, Caribbean, Jamaica",fb_am_la_cbb_jamaica,Population,Diversity,B05006_139E
472,"Americas, Latin America, Caribbean, St. Vincent and the Grenadines",fb_am_la_cbb_stvincentandthegrenadines,Population,Diversity,B05006_140E
473,"Americas, Latin America, Caribbean, Trinidad and Tobago",fb_am_la_cbb_trinidadandtobago,Population,Diversity,B05006_141E
474,"Americas, Latin America, Caribbean, West Indies",fb_am_la_cbb_westindies,Population,Diversity,B05006_142E
475,"Americas, Latin America, Caribbean, Other",fb_am_la_cbb_other,Population,Diversity,B05006_143E
476,"Americas, Latin America, Central America",fb_am_la_centralamerica,Population,Diversity,B05006_144E
477,"Americas, Latin America, Central America, Belize",fb_am_la_centr_belize,Population,Diversity,B05006_145E
478,"Americas, Latin America, Central America,Costa Rica",fb_am_la_centr_costarica,Population,Diversity,B05006_146E
479,"Americas, Latin America, Central America,El Salvador",fb_am_la_centr_elsalvador,Population,Diversity,B05006_147E
480,"Americas, Latin America, Central America,Guatemala",fb_am_la_centr_guatemala,Population,Diversity,B05006_148E
481,"Americas, Latin America, Central America,Honduras",fb_am_la_centr_honduras,Population,Diversity,B05006_149E
482,"Americas, Latin America, Central America,Mexico",fb_am_la_centr_mexico,Population,Diversity,B05006_150E
483,"Americas, Latin America, Central America,Nicaragua",fb_am_la_centr_nicaragua,Population,Diversity,B05006_151E
484,"Americas, Latin America, Central America,Panama",fb_am_la_centr_panama,Population,Diversity,B05006_152E
485,"Americas, Latin America, Central America,Other",fb_am_la_centr_other,Population,Diversity,B05006_153E
486,"Americas, Latin America, South America",fb_am_la_southamerica,Population,Diversity,B05006_154E
487,"Americas, Latin America, South America, Argentina",fb_am_la_s_argentina,Population,Diversity,B05006_155E
488,"Americas, Latin America, South America,Bolivia",fb_am_la_s_bolivia,Population,Diversity,B05006_156E
489,"Americas, Latin America, South America,Brazil",fb_am_la_s_brazil,Population,Diversity,B05006_157E
490,"Americas, Latin America, South America,Chile",fb_am_la_s_chile,Population,Diversity,B05006_158E
491,"Americas, Latin America, South America,Columbia",fb_am_la_s_columbia,Population,Diversity,B05006_159E
492,"Americas, Latin America, South America,Ecuador",fb_am_la_s_ecuador,Population,Diversity,B05006_160E
493,"Americas, Latin America, South America,Guyana",fb_am_la_s_guyana,Population,Diversity,B05006_161E
494,"Americas, Latin America, South America,Peru",fb_am_la_s_peru,Population,Diversity,B05006_162E
495,"Americas, Latin America, South America,Uruguay",fb_am_la_s_uruguay,Population,Diversity,B05006_163E
496,"Americas, Latin America, South America,Venezuela",fb_am_la_s_venezuela,Population,Diversity,B05006_164E
497,"Americas, Latin America, South America,Other",fb_am_la_s_other,Population,Diversity,B05006_165E
498,"Americas, Northern America",fb_am_northern,Population,Diversity,B05006_166E
499,"Americas, Northern America, Canada",fb_am_n_canada,Population,Diversity,B05006_167E
500,"Americas, Northern America, Other",fb_am_n_other,Population,Diversity,B05006_168E
501,Total Educational Attainment for the Population 25+ Series,attainment_total_over25_series,Population,Educational Attainment,B15003_001E
502,No Schooling Completed,attainment_noschooling,Population,Educational Attainment,B15003_002E
503,Nursery School,attainment_nurseryschool,Population,Educational Attainment,B15003_003E
504,Kindergarten,attainment_kindergarten,Population,Educational Attainment,B15003_004E
505,1st Grade,attainment_1stgrade,Population,Educational Attainment,B15003_005E
506,2nd Grade,attainment_2ndgrade,Population,Educational Attainment,B15003_006E
507,3rd Grade,attainment_3rdgrade,Population,Educational Attainment,B15003_007E
508,4th Grade,attainment_4thgrade,Population,Educational Attainment,B15003_008E
509,5th Grade,attainment_5thgrade,Population,Educational Attainment,B15003_009E
510,6th Grade,attainment_6thgrade,Population,Educational Attainment,B15003_010E
511,7th Grade,attainment_7thgrade,Population,Educational Attainment,B15003_011E
512,8th Grade,attainment_8thgrade,Population,Educational Attainment,B15003_012E
513,9th Grade,attainment_9thgrade,Population,Educational Attainment,B15003_013E
514,10th Grade,attainment_10thgrade,Population,Educational Attainment,B15003_014E
515,11th Grade,attainment_11thgrade,Population,Educational Attainment,B15003_015E
516,12th Grade No Diploma,attainment_12thgradenodiploma,Population,Educational Attainment,B15003_016E
517,Regular High School Diploma,attainment_regularhighschooldiploma,Population,Educational Attainment,B15003_017E
518,GED or Alternative Credential,attainment_gedoralternativecredential,Population,Educational Attainment,B15003_018E
519,"Some College, Less than 1 Year",attainment_somecollegelessthan1year,Population,Educational Attainment,B15003_019E
520,"Some College, 1 or More Years No Degree",attainment_somecollege1ormoreyearsnodegree,Population,Educational Attainment,B15003_020E
521,Associate's Degree,attainment_associatesdegree,Population,Educational Attainment,B15003_021E
522,Bachelor's Degree,attainment_bachelorsdegree,Population,Educational Attainment,B15003_022E
523,Master's Degree,attainment_mastersdegree,Population,Educational Attainment,B15003_023E
524,Professional School Degree,attainment_professionalschooldegree,Population,Educational Attainment,B15003_024E
525,Doctorate Degree,attainment_doctoratedegree,Population,Educational Attainment,B15003_025E
526,"Total, Means of Transportation to Work by Class of Worker Series",classworker_total_series,Employment,Class of Worker,B08128_001E
527,Private for Profit Wage and Salary Workers,classworker_privateforprofit,Employment,Class of Worker,B08128_002E
528,"Private for Profit Wage and Salary Workers, Employee of Private Company Workers",classworker_privateforprofit_employee,Employment,Class of Worker,B08128_003E
529,"Private for Profit Wage and Salary Workers, Self-Employed in own Incorporated Business ",classworker_privateforprofit_selfemployedincorporatedbusiness,Employment,Class of Worker,B08128_004E
530,Private not for Profit Wage and Salary Workers,classworker_privatenotforprofit,Employment,Class of Worker,B08128_005E
531,Local Government Workers,classworker_localgovt,Employment,Class of Worker,B08128_006E
532,State Government Workers,classworker_stategovt,Employment,Class of Worker,B08128_007E
533,Federal Government Workers,classworker_federalgovt,Employment,Class of Worker,B08128_008E
534,Self Employed in Own Non-Incorporated Business Workers,classworker_selfemployednonincorporatedbusiness,Employment,Class of Worker,B08128_009E
535,Unpaid Family Workers,classworker_unpaidfamilyworker,Employment,Class of Worker,B08128_010E
536,Total Sex by Age by Employment Status for the 16+ Population Series,lfstatus_total_sexbyagebyemploymentstatus16+_series,Employment,Labor Force Status,B23001_001E
537,Male 16 to 19 Civilian,lfstatus_mciv_16to19,Employment,Labor Force Status,B23001_006E
538,Male 16 to 19 Civilian Employed,lfstatus_mciv_16to19_employed,Employment,Labor Force Status,B23001_007E
539,Male 16 to 19 Civilian Unemployed,lfstatus_mciv_16to19_unemployed,Employment,Labor Force Status,B23001_008E
540,Male 20 and 21 Civilian,lfstatus_mciv_20to21,Employment,Labor Force Status,B23001_013E
541,Male 20 and 21 Civilian Employed,lfstatus_mciv_20to21_employed,Employment,Labor Force Status,B23001_014E
542,Male 20 and 21 Civilian Unemployed,lfstatus_mciv_20to21_unemployed,Employment,Labor Force Status,B23001_015E
543,Male 22 to 24 Civilian,lfstatus_mciv_22to24,Employment,Labor Force Status,B23001_020E
544,Male 22 to 24 Civilian Employed,lfstatus_mciv_22to24_employed,Employment,Labor Force Status,B23001_021E
545,Male 22 to 24 Civilian Unemployed,lfstatus_mciv_22to24_unemployed,Employment,Labor Force Status,B23001_022E
546,Male 25 to 29 Civilian,lfstatus_mciv_25to29,Employment,Labor Force Status,B23001_027E
547,Male 25 to 29 Civilian Employed,lfstatus_mciv_25to29_employed,Employment,Labor Force Status,B23001_028E
548,Male 25 to 29 Civilian Unemployed,lfstatus_mciv_25to29_unemployed,Employment,Labor Force Status,B23001_029E
549,Male 30 to 34 Civilian,lfstatus_mciv_30to34,Employment,Labor Force Status,B23001_034E
550,Male 30 to 34 Civilian Employed,lfstatus_mciv_30to34_employed,Employment,Labor Force Status,B23001_035E
551,Male 30 to 34 Civilian Unemployed,lfstatus_mciv_30to34_unemployed,Employment,Labor Force Status,B23001_036E
552,Male 35 to 44 Civilian,lfstatus_mciv_35to44,Employment,Labor Force Status,B23001_041E
553,Male 35 to 44 Civilian Employed,lfstatus_mciv_35to44_employed,Employment,Labor Force Status,B23001_042E
554,Male 35 to 44 Civilian Unemployed,lfstatus_mciv_35to44_unemployed,Employment,Labor Force Status,B23001_043E
555,Male 45 to 54 Civilian,lfstatus_mciv_45to54,Employment,Labor Force Status,B23001_048E
556,Male 45 to 54 Civilian Employed,lfstatus_mciv_45to54_employed,Employment,Labor Force Status,B23001_049E
557,Male 45 to 54 Civilian Unemployed,lfstatus_mciv_45to54_unemployed,Employment,Labor Force Status,B23001_050E
558,Male 55 to 59 Civilian,lfstatus_mciv_55to59,Employment,Labor Force Status,B23001_055E
559,Male 55 to 59 Civilian Employed,lfstatus_mciv_55to59_employed,Employment,Labor Force Status,B23001_056E
560,Male 55 to 59 Civilian Unemployed,lfstatus_mciv_55to59_unemployed,Employment,Labor Force Status,B23001_057E
561,Male 60 and 61 Civilian,lfstatus_mciv_60to61,Employment,Labor Force Status,B23001_062E
562,Male 60 and 61 Civilian Employed,lfstatus_mciv_60to61_employed,Employment,Labor Force Status,B23001_063E
563,Male 60 and 61 Civilian Unemployed,lfstatus_mciv_60to61_unemployed,Employment,Labor Force Status,B23001_064E
564,Male 62 to 64 Civilian,lfstatus_mciv_62to64,Employment,Labor Force Status,B23001_069E
565,Male 62 to 64 Civilian Employed,lfstatus_mciv_62to64_employed,Employment,Labor Force Status,B23001_070E
566,Male 62 to 64 Civilian Unemployed,lfstatus_mciv_62to64_unemployed,Employment,Labor Force Status,B23001_071E
567,Male 65 to 69 Civilian,lfstatus_mciv_65to69,Employment,Labor Force Status,B23001_074E
568,Male 65 to 69 Civilian Employed,lfstatus_mciv_65to69_employed,Employment,Labor Force Status,B23001_075E
569,Male 65 to 69 Civilian Unemployed,lfstatus_mciv_65to69_unemployed,Employment,Labor Force Status,B23001_076E
570,Male 70 to 74 Civilian,lfstatus_mciv_70to74,Employment,Labor Force Status,B23001_079E
571,Male 70 to 74 Civilian Employed,lfstatus_mciv_70to74_employed,Employment,Labor Force Status,B23001_080E
572,Male 70 to 74 Civilian Unemployed,lfstatus_mciv_70to74_unemployed,Employment,Labor Force Status,B23001_081E
573,Male 75+ Civilian,lfstatus_mciv_75+,Employment,Labor Force Status,B23001_084E
574,Male 75+ Civilian Employed,lfstatus_mciv_75+_employed,Employment,Labor Force Status,B23001_085E
575,Male 75+ Civilian Unemployed,lfstatus_mciv_75+_unemployed,Employment,Labor Force Status,B23001_086E
576,Female 16 to 19 Civilian,lfstatus_fciv_16to19,Employment,Labor Force Status,B23001_092E
577,Female 16 to 19 Civilian Employed,lfstatus_fciv_16to19_employed,Employment,Labor Force Status,B23001_093E
578,Female 16 to 19 Civilian Unemployed,lfstatus_fciv_16to19_unemployed,Employment,Labor Force Status,B23001_094E
579,Female 20 and 21 Civilian,lfstatus_fciv_20to21,Employment,Labor Force Status,B23001_099E
580,Female 20 and 21 Civilian Employed,lfstatus_fciv_20to21_employed,Employment,Labor Force Status,B23001_100E
581,Female 20 and 21 Civilian Unemployed,lfstatus_fciv_20to21_unemployed,Employment,Labor Force Status,B23001_101E
