ID,Data Point,Column Name,Category,Sub Category,ACS Variable
582,Female 22 to 24 Civilian,lfstatus_fciv_22to24,Employment,Labor Force Status,B23001_106E
583,Female 22 to 24 Civilian Employed,lfstatus_fciv_22to24_employed,Employment,Labor Force Status,B23001_107E
584,Female 22 to 24 Civilian Unemployed,lfstatus_fciv_22to24_unemployed,Employment,Labor Force Status,B23001_108E
585,Female 25 to 29 Civilian,lfstatus_fciv_25to29,Employment,Labor Force Status,B23001_113E
586,Female 25 to 29 Civilian Employed,lfstatus_fciv_25to29_employed,Employment,Labor Force Status,B23001_114E
587,Female 25 to 29 Civilian Unemployed,lfstatus_fciv_25to29_unemployed,Employment,Labor Force Status,B23001_115E
588,Female 30 to 34 Civilian,lfstatus_fciv_30to34,Employment,Labor Force Status,B23001_120E
589,Female 30 to 34 Civilian Employed,lfstatus_fciv_30to34_employed,Employment,Labor Force Status,B23001_121E
590,Female 30 to 34 Civilian Unemployed,lfstatus_fciv_30to34_unemployed,Employment,Labor Force Status,B23001_122E
591,Female 35 to 44 Civilian,lfstatus_fciv_35to44,Employment,Labor Force Status,B23001_127E
592,Female 35 to 44 Civilian Employed,lfstatus_fciv_35to44_employed,Employment,Labor Force Status,B23001_128E
593,Female 35 to 44 Civilian Unemployed,lfstatus_fciv_35to44_unemployed,Employment,Labor Force Status,B23001_129E
594,Female 45 to 54 Civilian,lfstatus_fciv_45to54,Employment,Labor Force Status,B23001_134E
595,Female 45 to 54 Civilian Employed,lfstatus_fciv_45to54_employed,Employment,Labor Force Status,B23001_135E
596,Female 45 to 54 Civilian Unemployed,lfstatus_fciv_45to54_unemployed,Employment,Labor Force Status,B23001_136E
597,Female 55 to 59 Civilian,lfstatus_fciv_55to59,Employment,Labor Force Status,B23001_141E
598,Female 55 to 59 Civilian Employed,lfstatus_fciv_55to59_employed,Employment,Labor Force Status,B23001_142E
599,Female 55 to 59 Civilian Unemployed,lfstatus_fciv_55to59_unemployed,Employment,Labor Force Status,B23001_143E
600,Female 60 and 61 Civilian,lfstatus_fciv_60to61,Employment,Labor Force Status,B23001_148E
601,Female 60 and 61 Civilian Employed,lfstatus_fciv_60to61_employed,Employment,Labor Force Status,B23001_149E
602,Female 60 and 61 Civilian Unemployed,lfstatus_fciv_60to61_unemployed,Employment,Labor Force Status,B23001_150E
603,Female 62 to 64 Civilian,lfstatus_fciv_62to64,Employment,Labor Force Status,B23001_155E
604,Female 62 to 64 Civilian Employed,lfstatus_fciv_62to64_employed,Employment,Labor Force Status,B23001_156E
605,Female 62 to 64 Civilian Unemployed,lfstatus_fciv_62to64_unemployed,Employment,Labor Force Status,B23001_157E
606,Female 65 to 69 Civilian,lfstatus_fciv_65to69,Employment,Labor Force Status,B23001_160E
607,Female 65 to 69 Civilian Employed,lfstatus_fciv_65to69_employed,Employment,Labor Force Status,B23001_161E
608,Female 65 to 69 Civilian Unemployed,lfstatus_fciv_65to69_unemployed,Employment,Labor Force Status,B23001_162E
609,Female 70 to 74 Civilian,lfstatus_fciv_70to74,Employment,Labor Force Status,B23001_165E
610,Female 70 to 74 Civilian Employed,lfstatus_fciv_70to74_employed,Employment,Labor Force Status,B23001_166E
611,Female 70 to 74 Civilian Unemployed,lfstatus_fciv_70to74_unemployed,Employment,Labor Force Status,B23001_167E
612,Female 75+ Civilian,lfstatus_fciv_75+,Employment,Labor Force Status,B23001_170E
613,Female 75+ Civilian Employed,lfstatus_fciv_75+_employed,Employment,Labor Force Status,B23001_171E
614,Female 75+ Civilian Unemployed,lfstatus_fciv_75+_unemployed,Employment,Labor Force Status,B23001_172E
615,Per Capita Personal Income in the Past 12 Months in Most Recent Year Dollars,percapita_income,Employment,Income,B19301_001E
616,Total Geographic Mobility in the Past Year by Age Series,geo_total_series,Geographic Mobility,Moved,B07001_001E
617,Geographic Mobility Past Year Age 1 to 4 Total,geo_1to4_total,Geographic Mobility,Moved,B07001_002E
618,Geographic Mobility Past Year Age 5 to 17 Total,geo_5to17_total,Geographic Mobility,Moved,B07001_003E
619,Geographic Mobility Past Year Age 18 to 19 Total,geo_18to19_total,Geographic Mobility,Moved,B07001_004E
620,Geographic Mobility Past Year Age 20 to 24 Total,geo_20to24_total,Geographic Mobility,Moved,B07001_005E
621,Geographic Mobility Past Year Age 25 to 29 Total,geo_25to29_total,Geographic Mobility,Moved,B07001_006E
622,Geographic Mobility Past Year Age 30 to 34 Total,geo_30to34_total,Geographic Mobility,Moved,B07001_007E
623,Geographic Mobility Past Year Age 35 to 39 Total,geo_35to39_total,Geographic Mobility,Moved,B07001_008E
624,Geographic Mobility Past Year Age 40 to 44 Total,geo_40to44_total,Geographic Mobility,Moved,B07001_009E
625,Geographic Mobility Past Year Age 45 to 49 Total,geo_45to49_total,Geographic Mobility,Moved,B07001_010E
626,Geographic Mobility Past Year Age 50 to 54 Total,geo_50to54_total,Geographic Mobility,Moved,B07001_011E
627,Geographic Mobility Past Year Age 55 to 59 Total,geo_55to59_total,Geographic Mobility,Moved,B07001_012E
628,Geographic Mobility Past Year Age 60 to 64 Total,geo_60to64_total,Geographic Mobility,Moved,B07001_013E
629,Geographic Mobility Past Year Age 65 to 69 Total,geo_65to69_total,Geographic Mobility,Moved,B07001_014E
630,Geographic Mobility Past Year Age 70 to74 Total,geo_70to74_total,Geographic Mobility,Moved,B07001_015E
631,Geographic Mobility Past Year Age 75+ Total,geo_75+_total,Geographic Mobility,Moved,B07001_016E
632,Geographic Mobility Total Same House One Year Ago,geo_samehouse_total,Geographic Mobility,Moved,B07001_017E
633,Geo Mobility 55 to 59 Same House One Year Ago,geo_55to59_samehouse,Geographic Mobility,Moved,B07001_028E
634,Geo Mobility 60 to 64 Same House One Year Ago,geo_60to64_samehouse,Geographic Mobility,Moved,B07001_029E
635,Geo Mobility 65 to 69 Same House One Year Ago,geo_65to69_samehouse,Geographic Mobility,Moved,B07001_030E
636,Geo Mobility 70 to 74 Same House One Year Ago,geo_70to74_samehouse,Geographic Mobility,Moved,B07001_031E
637,Geo Mobility 75+ Same House One Year Ago,geo_75+_samehouse,Geographic Mobility,Moved,B07001_032E
638,Geographic Mobility Total Moved Within Same County,geo_movedsamecounty_total,Geographic Mobility,Moved,B07001_033E
639,Geo Mobility 55 to 59 Moved Within Same County,geo_55to59_movedsamecounty,Geographic Mobility,Moved,B07001_044E
640,Geo Mobility 60 to 64 Moved Within Same County,geo_60to64_movedsamecounty,Geographic Mobility,Moved,B07001_045E
641,Geo Mobility 65 to 69 Moved Within Same County,geo_65to69_movedsamecounty,Geographic Mobility,Moved,B07001_046E
642,Geo Mobility 70 to 74 Moved Within Same County,geo_70to74_movedsamecounty,Geographic Mobility,Moved,B07001_047E
643,Geo Mobility 75+ Moved Within Same County,geo_75+_movedsamecounty,Geographic Mobility,Moved,B07001_048E
644,Geographic Mobility Moved from Different County Within Same State,geo_moveddifferentcountysamestate_total,Geographic Mobility,Moved,B07001_049E
645,Geo Mobility 55 to 59 Moved from Different County in Same State,geo_55to59_moveddifferentcountysamestate,Geographic Mobility,Moved,B07001_060E
646,Geo Mobility 60 to 64 Moved from Different County in Same State,geo_60to64_moveddifferentcountysamestate,Geographic Mobility,Moved,B07001_061E
647,Geo Mobility 65 to 69 Moved from Different County in Same State,geo_65to69_moveddifferentcountysamestate,Geographic Mobility,Moved,B07001_062E
648,Geo Mobility 70 to 74 Moved from Different County in Same State,geo_70to74_moveddifferentcountysamestate,Geographic Mobility,Moved,B07001_063E
649,Geo Mobility 75+ Moved from Different County in Same State,geo_75+_moveddifferentcountysamestate,Geographic Mobility,Moved,B07001_064E
650,Geographic Mobility Moved From Different State,geo_moveddifferentstate_total,Geographic Mobility,Moved,B07001_065E
651,Geo Mobility 55 to 59 Moved from Different State,geo_55to59_moveddifferentstate,Geographic Mobility,Moved,B07001_076E
652,Geo Mobility 60 to 64 Moved from Different State,geo_60to64_moveddifferentstate,Geographic Mobility,Moved,B07001_077E
653,Geo Mobility 65 to 69 Moved from Different State,geo_65to69_moveddifferentstate,Geographic Mobility,Moved,B07001_078E
654,Geo Mobility 70 to 74 Moved from Different State,geo_70to74_moveddifferentstate,Geographic Mobility,Moved,B07001_079E
655,Geo Mobility 75+ Moved from Different State,geo_75+_moveddifferentstate,Geographic Mobility,Moved,B07001_080E
656,Geographic Mobility Moved from Abroad,geo_movedabroad_total,Geographic Mobility,Moved,B07001_081E
657,Geo Mobility 55 to 59 Moved from Abroad,geo_55to59_movedabroad,Geographic Mobility,Moved,B07001_092E
658,Geo Mobility 60 to 64 Moved from Abroad,geo_60to64_movedabroad,Geographic Mobility,Moved,B07001_093E
659,Geo Mobility 65 to 69 Moved from Abroad,geo_65to69_movedabroad,Geographic Mobility,Moved,B07001_094E
660,Geo Mobility 70 to 74 Moved from Abroad,geo_70to74_movedabroad,Geographic Mobility,Moved,B07001_095E
661,Geo Mobility 75+ Moved from Abroad,geo_75+_movedabroad,Geographic Mobility,Moved,B07001_096E
662,Vehicles per Household by Tenure Total Series,vehicles_tenurebyvehicles_total_series,Transportation,Vehicles,B25044_001E
663,Vehicles per Household Total Owner Occupied,vehicles_ownerocc_total,Transportation,Vehicles,B25044_002E
664,Vehicles per Household Owner Occupied No Vehicles,vehicles_ownerocc_novehicle,Transportation,Vehicles,B25044_003E
665,Vehicles per Household Owner Occupied 1 Vehicle,vehicles_ownerocc_1vehicle,Transportation,Vehicles,B25044_004E
666,Vehicles per Household Owner Occupied 2 Vehicles,vehicles_ownerocc_2vehicles,Transportation,Vehicles,B25044_005E
667,Vehicles per Household Owner Occupied 3 Vehicles,vehicles_ownerocc_3vehicles,Transportation,Vehicles,B25044_006E
668,Vehicles per Household Owner Occupied 4 Vehicles,vehicles_ownerocc_4vehicles,Transportation,Vehicles,B25044_007E
669,Vehicles per Household Owner Occupied 5 Vehicles,vehicles_ownerocc_5+vehicles,Transportation,Vehicles,B25044_008E
670,Vehicles per Household Total Renter Occupied,vehicles_renterocc_total,Transportation,Vehicles,B25044_009E
671,Vehicles per Household Renter Occupied No Vehicles,vehicles_renterocc_novehicle,Transportation,Vehicles,B25044_010E
672,Vehicles per Household Renter Occupied 1 Vehicle,vehicles_renterocc_1vehicle,Transportation,Vehicles,B25044_011E
673,Vehicles per Household Renter Occupied 2 Vehicles,vehicles_renterocc_2vehicles,Transportation,Vehicles,B25044_012E
674,Vehicles per Household Renter Occupied 3 Vehicles,vehicles_renterocc_3vehicles,Transportation,Vehicles,B25044_013E
675,Vehicles per Household Renter Occupied 4 Vehicles,vehicles_renterocc_4vehicles,Transportation,Vehicles,B25044_014E
676,Vehicles per Household Renter Occupied 5 Vehicles,vehicles_renterocc_5+vehicles,Transportation,Vehicles,B25044_015E
677,Industry Employment Sex by Industry Civilian Population Total Series,industry_sexbyindustrycivilianpop_total_series,Employment,Industry Employment,C24030_001E
678,Industry Employment Total Male,industry_sexbyindustrycivilianpop_totalmale,Employment,Industry Employment,C24030_002E
679,"Industry Employment Male Agriculture, Forestry, Fishing and Hunting, Mining",industry_m_agriculture_forestry_fishing_hunting_mining,Employment,Industry Employment,C24030_003E
680,"Industry Employment Male Agriculture, Forestry, Fishing and Hunting, Mining: Agriculture, Forestry, Fishing and Hunting",industry_m_agmining_agriculture_forestry_fishing_hunting,Employment,Industry Employment,C24030_004E
681,"Industry Employment Male Agriculture, Forestry, Fishing and Hunting, Mining: Mining, Quarrying, Gas and Oil Extraction",industry_m_agmining_mining_quarrying_oilandgas,Employment,Industry Employment,C24030_005E
682,Industry Employment Male Construction,industry_m_construction,Employment,Industry Employment,C24030_006E
683,Industry Employment Male Manufacturing,industry_m_manufacturing,Employment,Industry Employment,C24030_007E
684,Industry Employment Male Wholesale Trade,industry_m_wholesaletrade,Employment,Industry Employment,C24030_008E
685,Industry Employment Male Retail Trade,industry_m_retailtrade,Employment,Industry Employment,C24030_009E
686,"Industry Employment Male Transportation, Warehousing, and Utilities",industry_m_transportation_warehousing_utilities,Employment,Industry Employment,C24030_010E
687,"Industry Employment Male Transportation, Warehousing, and Utilities: Transportation and Warehousing",industry_m_transut_transportation_warehousing,Employment,Industry Employment,C24030_011E
688,"Industry Employment Male Transportation, Warehousing, and Utilities: Utilities",industry_m_transut_utilities,Employment,Industry Employment,C24030_012E
689,Industry Employment Male Information,industry_m_information,Employment,Industry Employment,C24030_013E
690,"Industry Employment Male Finance, Insurance, Real Estate, Rental and Leasing",industry_m_finance_insurance_realestate_rental,Employment,Industry Employment,C24030_014E
691,"Industry Employment Male Finance, Insurance, Real Estate, Rental and Leasing: Finance and Insurance",industry_m_finrent_finance_insurance,Employment,Industry Employment,C24030_015E
692,"Industry Employment Male Finance, Insurance, Real Estate, Rental and Leasing: Real Estate, Rental and Leasing",industry_m_finrent_realestate_rental,Employment,Industry Employment,C24030_016E
693,"Industry Employment Male Professional, Scientific, Management, Administrative, Waste Management",industry_m_professional_scientific_managementadmin_waste,Employment,Industry Employment,C24030_017E
694,"Industry Employment Male Professional, Scientific, Management, Administrative, Waste Management: Professional, Scientific, and Technical Services",industry_m_profwaste_professional_scientific_technicalservices,Employment,Industry Employment,C24030_018E
695,"Industry Employment Male Professional, Scientific, Management, Administrative, Waste Management: Management of Companies and Enterprises",industry_m_profwaste_managementcompaniesenterprises,Employment,Industry Employment,C24030_019E
696,"Industry Employment Male Professional, Scientific, Management, Administrative, Waste Management: Administrative Support and Waste Management",industry_m_adminandsupportandwaste,Employment,Industry Employment,C24030_020E
697,"Industry Employment Male Educational, Healthcare, and Social Assistance",industry_m_educational_healthcare_socialassistance,Employment,Industry Employment,C24030_021E
698,"Industry Employment Male Educational, Healthcare, and Social Assistance: Educational",industry_m_edsocial_educational,Employment,Industry Employment,C24030_022E
699,"Industry Employment Male Educational, Healthcare, and Social Assistance: Healthcare and Social Assistance",industry_m_edsocial_healthcare_socialassistance,Employment,Industry Employment,C24030_023E
700,"Industry Employment Male Entertainment and Recreation, Accommodation and Food",industry_m_arts_entertainmentrec_accommodation_food,Employment,Industry Employment,C24030_024E
701,"Industry Employment Male Entertainment and Recreation, Accommodation and Food: Entertainment and Recreation",industry_m_artsaccom_arts_entertainmentrec,Employment,Industry Employment,C24030_025E
702,"Industry Employment Male Entertainment and Recreation, Accommodation and Food: Accommodation and Food",industry_m_artsaccom_accommodation_food,Employment,Industry Employment,C24030_026E
703,Industry Employment Male Other Services Not Public Administration,industry_m_otherservices_notpublicadmin,Employment,Industry Employment,C24030_027E
704,Industry Employment Male Public Administration,industry_m_publicadmin,Employment,Industry Employment,C24030_028E
705,Industry Employment Total Female,industry_sexbyindustrycivilianpop_totalfemale,Employment,Industry Employment,C24030_029E
706,"Industry Employment Female Agriculture, Forestry, Fishing and Hunting, Mining",industry_f_agriculture_forestry_fishing_hunting_mining,Employment,Industry Employment,C24030_030E
707,"Industry Employment Female Agriculture, Forestry, Fishing and Hunting, Mining: Agriculture, Forestry, Fishing and Hunting",industry_f_agmining_agriculture_forestry_fishing_hunting,Employment,Industry Employment,C24030_031E
708,"Industry Employment Female Agriculture, Forestry, Fishing and Hunting, Mining: Mining, Quarrying, Gas and Oil Extraction",industry_f_agmining_mining_quarrying_oilandgas,Employment,Industry Employment,C24030_032E
709,Industry Employment Female Construction,industry_f_construction,Employment,Industry Employment,C24030_033E
710,Industry Employment Female Manufacturing,industry_f_manufacturing,Employment,Industry Employment,C24030_034E
711,Industry Employment Female Wholesale Trade,industry_f_wholesaletrade,Employment,Industry Employment,C24030_035E
712,Industry Employment Female Retail Trade,industry_f_retailtrade,Employment,Industry Employment,C24030_036E
713,"Industry Employment Female Transportation, Warehousing, and Utilities",industry_f_transportation_warehousing_utilities,Employment,Industry Employment,C24030_037E
714,"Industry Employment Female Transportation, Warehousing, and Utilities: Transportation and Warehousing",industry_f_transut_transportation_warehousing,Employment,Industry Employment,C24030_038E
715,"Industry Employment Female Transportation, Warehousing, and Utilities: Utilities",industry_f_transut_utilities,Employment,Industry Employment,C24030_039E
716,Industry Employment Female Information,industry_f_information,Employment,Industry Employment,C24030_040E
717,"Industry Employment Female Finance, Insurance, Real Estate, Rental and Leasing",industry_f_finance_insurance_realestate_rental,Employment,Industry Employment,C24030_041E
718,"Industry Employment Female Finance, Insurance, Real Estate, Rental and Leasing: Finance and Insurance",industry_f_finrent_finance_insurance,Employment,Industry Employment,C24030_042E
719,"Industry Employment Female Finance, Insurance, Real Estate, Rental and Leasing: Real Estate, Rental and Leasing",industry_f_finrent_realestate_rental,Employment,Industry Employment,C24030_043E
720,"Industry Employment Female Professional, Scientific, Management, Administrative, Waste Management",industry_f_professional_scientific_managementadmin_waste,Employment,Industry Employment,C24030_044E
721,"Industry Employment Female Professional, Scientific, Management, Administrative, Waste Management: Professional, Scientific, and Technical Services",industry_f_profwaste_professional_scientific_technicalservices,Employment,Industry Employment,C24030_045E
722,"Industry Employment Female Professional, Scientific, Management, Administrative, Waste Management: Management of Companies and Enterprises",industry_f_profwaste_managementcompaniesenterprises,Employment,Industry Employment,C24030_046E
723,"Industry Employment Female Professional, Scientific, Management, Administrative, Waste Management: Administrative Support and Waste Management",industry_f_adminandsupportandwaste,Employment,Industry Employment,C24030_047E
724,"Industry Employment Female Educational, Healthcare, and Social Assistance",industry_f_educational_healthcare_socialassistance,Employment,Industry Employment,C24030_048E
725,"Industry Employment Female Educational, Healthcare, and Social Assistance: Educational",industry_f_edsocial_educational,Employment,Industry Employment,C24030_049E
726,"Industry Employment Female Educational, Healthcare, and Social Assistance: Healthcare and Social Assistance",industry_f_edsocial_healthcare_socialassistance,Employment,Industry Employment,C24030_050E
727,"Industry Employment Female Entertainment and Recreation, Accommodation and Food",industry_f_arts_entertainmentrec_accommodation_food,Employment,Industry Employment,C24030_051E
728,"Industry Employment Female Entertainment and Recreation, Accommodation and Food: Entertainment and Recreation",industry_f_artsaccom_arts_entertainmentrec,Employment,Industry Employment,C24030_052E
729,"Industry Employment Female Entertainment and Recreation, Accommodation and Food: Accommodation and Food",industry_f_artsaccom_accommodation_food,Employment,Industry Employment,C24030_053E
730,Industry Employment Female Other Services Not Public Administration,industry_f_otherservices_notpublicadmin,Employment,Industry Employment,C24030_054E
731,Industry Employment Female Public Administration,industry_f_publicadmin,Employment,Industry Employment,C24030_055E
732,Occupational Employment by Sex Total Series,occupation_sexbyoccupationcivilianpop_total_series,Employment,Occupational Employment,C24010_001E
733,Occupational Employment Total Male,occupation_sexbyoccupationcivilianpop_totalmale,Employment,Occupational Employment,C24010_002E
734,"Occupational Employment Male Management, Professional, and Related: Management Occupations",occupation_m_management,Employment,Occupational Employment,C24010_005E
735,"Occupational Employment Male Management, Professional, and Related: Business and Financial Operations Occupations",occupation_m_businessandfinancial,Employment,Occupational Employment,C24010_006E
736,"Occupational Employment Male Management, Professional, and Related: Professional and Related Occupations: Computer and Mathematical Occupations",occupation_m_computerandmathematical,Employment,Occupational Employment,C24010_008E
737,"Occupational Employment Male Management, Professional, and Related: Professional and Related Occupations: Architecture and Engineering Occupations",occupation_m_architectureandengineering,Employment,Occupational Employment,C24010_009E
738,"Occupational Employment Male Management, Professional, and Related: Professional and Related Occupations: Life, Physical, and Social Science Occupations",occupation_m_lifephysicalsocialscience,Employment,Occupational Employment,C24010_010E
739,"Occupational Employment Male Management, Professional, and Related: Professional and Related Occupations: Community and Social Services Occupations",occupation_m_communityandsocialservices,Employment,Occupational Employment,C24010_012E
740,"Occupational Employment Male Management, Professional, and Related: Legal Occupations",occupation_m_legal,Employment,Occupational Employment,C24010_013E
741,"Occupational Employment Male Management, Professional, and Related: Education, Training, and Library Occupations",occupation_m_educationtrainingandlibrary,Employment,Occupational Employment,C24010_014E
742,"Occupational Employment Male Management, Professional, and Related: Arts, Design, Entertainment, Sports, and Media Occupations",occupation_m_artsdesignentertainmentsportsandmedia,Employment,Occupational Employment,C24010_015E
743,"Occupational Employment Male Management, Professional, and Related: Healthcare Practitioners and Technical Occupations",occupation_m_healthcarepractitionersandtechnical,Employment,Occupational Employment,C24010_016E
744,Occupational Employment Male Service Occupations: Healthcare Support Occupations,occupation_m_healthcaresupport,Employment,Occupational Employment,C24010_020E
745,Occupational Employment Male Service Occupations: Protective Service Occupations,occupation_m_protectiveservice,Employment,Occupational Employment,C24010_021E
746,Occupational Employment Male Service Occupations: Food Preparations and Serving Related Occupations,occupation_m_foodprepandserving,Employment,Occupational Employment,C24010_023E
747,Occupational Employment Male Service Occupations: Building and Grounds Cleaning and Maintenance Occupations,occupation_m_buildingandgroundscleaningandmaintenance,Employment,Occupational Employment,C24010_025E
748,Occupational Employment Male Service Occupations: Personal Care and Service Occupations,occupation_m_personalcareandservice,Employment,Occupational Employment,C24010_026E
749,Occupational Employment Male Sales and Office Occupations: Sales and Related Occupations,occupation_m_salesandrelated,Employment,Occupational Employment,C24010_028E
750,Occupational Employment Male Sales and Office Occupations: Office and Administrative Support Occupations,occupation_m_officeandadmin,Employment,Occupational Employment,C24010_029E
751,"Occupational Employment Male Farming, Fishing, and Forestry Occupations",occupation_m_farmingfishingandforestry,Employment,Occupational Employment,C24010_031E
752,"Occupational Employment Male Construction, Extraction, and Maintenance Occupations: Construction and Extraction Occupations",occupation_m_constructionandextraction,Employment,Occupational Employment,C24010_032E
753,"Occupational Employment Male Construction, Extraction, and Maintenance Occupations: Installation, Maintenance, and Repair Occupations",occupation_m_installationmaintenanceandrepair,Employment,Occupational Employment,C24010_033E
754,"Occupational Employment Male Construction, Extraction, and Maintenance Occupations: Production Occupations",occupation_m_production,Employment,Occupational Employment,C24010_035E
755,"Occupational Employment Male Construction, Extraction, and Maintenance Occupations: Transportation Occupations",occupation_m_transportation,Employment,Occupational Employment,C24010_036E
756,"Occupational Employment Male Construction, Extraction, and Maintenance Occupations: Material Moving Occupations",occupation_m_materialmoving,Employment,Occupational Employment,C24010_037E
757,Occupational Employment Total Female,occupation_sexbyoccupationcivilianpop_totalfemale,Employment,Occupational Employment,C24010_038E
758,"Occupational Employment Female Management, Professional, and Related: Management Occupations",occupation_f_management,Employment,Occupational Employment,C24010_041E
759,"Occupational Employment Female Management, Professional, and Related: Business and Financial Operations Occupations",occupation_f_businessandfinancial,Employment,Occupational Employment,C24010_042E
760,"Occupational Employment Female Management, Professional, and Related: Professional and Related Occupations: Computer and Mathematical Occupations",occupation_f_computerandmathematical,Employment,Occupational Employment,C24010_044E
761,"Occupational Employment Female Management, Professional, and Related: Professional and Related Occupations: Architecture and Engineering Occupations",occupation_f_architectureandengineering,Employment,Occupational Employment,C24010_045E
762,"Occupational Employment Female Management, Professional, and Related: Professional and Related Occupations: Life, Physical, and Social Science Occupations",occupation_f_lifephysicalsocialscience,Employment,Occupational Employment,C24010_046E
763,"Occupational Employment Female Management, Professional, and Related: Professional and Related Occupations: Community and Social Services Occupations",occupation_f_communityandsocialservices,Employment,Occupational Employment,C24010_048E
764,"Occupational Employment Female Management, Professional, and Related: Legal Occupations",occupation_f_legal,Employment,Occupational Employment,C24010_049E
765,"Occupational Employment Female Management, Professional, and Related: Education, Training, and Library Occupations",occupation_f_educationtrainingandlibrary,Employment,Occupational Employment,C24010_050E
766,"Occupational Employment Female Management, Professional, and Related: Arts, Design, Entertainment, Sports, and Media Occupations",occupation_f_artsdesignentertainmentsportsandmedia,Employment,Occupational Employment,C24010_051E
767,"Occupational Employment Female Management, Professional, and Related: Healthcare Practitioners and Technical Occupations",occupation_f_healthcarepractitionersandtechnical,Employment,Occupational Employment,C24010_052E
768,Occupational Employment Female Service Occupations: Healthcare Support Occupations,occupation_f_healthcaresupport,Employment,Occupational Employment,C24010_056E
769,Occupational Employment Female Service Occupations: Protective Service Occupations,occupation_f_protectiveservice,Employment,Occupational Employment,C24010_057E
770,Occupational Employment Female Service Occupations: Food Preparations and Serving Related Occupations,occupation_f_foodprepandserving,Employment,Occupational Employment,C24010_060E
771,Occupational Employment Female Service Occupations: Building and Grounds Cleaning and Maintenance Occupations,occupation_f_buildingandgroundscleaningandmaintenance,Employment,Occupational Employment,C24010_061E
772,Occupational Employment Female Service Occupations: Personal Care and Service Occupations,occupation_f_personalcareandservice,Employment,Occupational Employment,C24010_062E
773,Occupational Employment Female Sales and Office Occupations: Sales and Related Occupations,occupation_f_salesandrelated,Employment,Occupational Employment,C24010_064E
774,Occupational Employment Female Sales and Office Occupations: Office and Administrative Support Occupations,occupation_f_officeandadmin,Employment,Occupational Employment,C24010_065E
775,"Occupational Employment Female Farming, Fishing, and Forestry Occupations",occupation_f_farmingfishingandforestry,Employment,Occupational Employment,C24010_067E
776,"Occupational Employment Female Construction, Extraction, and Maintenance Occupations: Construction and Extraction Occupations",occupation_f_constructionandextraction,Employment,Occupational Employment,C24010_068E
777,"Occupational Employment Female Construction, Extraction, and Maintenance Occupations: Installation, Maintenance, and Repair Occupations",occupation_f_installationmaintenanceandrepair,Employment,Occupational Employment,C24010_069E
778,"Occupational Employment Female Construction, Extraction, and Maintenance Occupations: Production Occupations",occupation_f_production,Employment,Occupational Employment,C24010_071E
779,"Occupational Employment Female Construction, Extraction, and Maintenance Occupations: Transportation Occupations",occupation_f_transportation,Employment,Occupational Employment,C24010_072E
780,"Occupational Employment Female Construction, Extraction, and Maintenance Occupations: Material Moving Occupations",occupation_f_materialmoving,Employment,Occupational Employment,C24010_073E
781,Language Spoken at Home by Ability to Speak English for the Population 5+,language_languagebyabilitytospeakenglish_total5+_series,Diversity,Language,B16004_001E
782,Language Spoken at Home by Ability to Speak English Total 5 to 17,language_total_5to17,Diversity,Language,B16004_002E
783,Language Spoken at Home Speaks Only English 5 to 17,language_speakonlyenglish_5to17,Diversity,Language,B16004_003E
784,Language Spoken at Home Speaks Spanish 5 to 17,language_speakspanish_5to17,Diversity,Language,B16004_004E
785,"Language Spoken at Home Speaks Spanish: Speaks English ""Very Well"" 5 to 17",language_speakspanish_speakenglishverywell_5to17,Diversity,Language,B16004_005E
786,"Language Spoken at Home Speaks Spanish: Speaks English ""Well"" 5 to 17",language_speakspanish_speakenglishwell_5to17,Diversity,Language,B16004_006E
787,"Language Spoken at Home Speaks Spanish: Speaks English ""Not Well"" 5 to 17",language_speakspanish_speakenglishnotwell_5to17,Diversity,Language,B16004_007E
788,"Language Spoken at Home Speaks Spanish: Speaks English ""Not at All"" 5 to 17",language_speakspanish_speakenglishnotatall_5to17,Diversity,Language,B16004_008E
789,Language Spoken at Home Speaks Other Indo-European Language 5 to 17,language_speakotherindoeuro_5to17,Diversity,Language,B16004_009E
790,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Very Well"" 5 to 17",language_speakotherindoeuro_speakenglishverywell_5to17,Diversity,Language,B16004_010E
791,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Well"" 5 to 17",language_speakotherindoeuro_speakenglishwell_5to17,Diversity,Language,B16004_011E
792,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Not Well"" 5 to 17",language_speakotherindoeuro_speakenglishnotwell_5to17,Diversity,Language,B16004_012E
793,"Language Spoken at Home Speaks Other Indo-European Language: Speaks English ""Not at All"" 5 to 17",language_speakotherindoeuro_speakenglishnotatall_5to17,Diversity,Language,B16004_013E
794,Language Spoken at Home Speaks Asian or Pacific Island 5 to 17,language_speakasianpacificisland_5to17,Diversity,Language,B16004_014E
795,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Very Well"" 5 to 17",language_speakasianpacificisland_speakenglishverywell_5to17,Diversity,Language,B16004_015E
796,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Well"" 5 to 17",language_speakasianpacificisland_speakenglishwell_5to17,Diversity,Language,B16004_016E
797,"Language Spoken at Home Speaks Asian or Pacific Island: Speaks English ""Not Well"" 5 to 17",language_speakasianpacificisland_speakenglishnotwell_5to17,Diversity,Language,B16004_017E
